parameter,accepted,accepted_by,accepted_date,acceptance_scope,claim_boundary,sensitivity_reviewed,evidence_paths,notes
last_mile_fleet_size,true,reviewer-signed-formal-acceptance,2026-06-18,Weak fleet-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,"Reviewer-signed formal acceptance. Parameter tables: fleet_assumptions.csv, parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space."
last_mile_vehicle_capacity,true,reviewer-signed-formal-acceptance,2026-06-18,Weak fleet-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: fleet_assumptions.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
turnaround_time,true,reviewer-signed-formal-acceptance,2026-06-18,Weak fleet-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,"Reviewer-signed formal acceptance. Parameter tables: fleet_assumptions.csv, parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space."
dispatch_interval,true,reviewer-signed-formal-acceptance,2026-06-18,Weak fleet-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,"Reviewer-signed formal acceptance. Parameter tables: fleet_assumptions.csv, parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space."
rail_travel_time,true,reviewer-signed-formal-acceptance,2026-06-18,Weak rail-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,"Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv, rail_assumptions.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space."
transfer_fixed_delay,true,reviewer-signed-formal-acceptance,2026-06-18,Weak transfer-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
transfer_per_passenger_delay,true,reviewer-signed-formal-acceptance,2026-06-18,Weak transfer-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
passenger_volume,true,reviewer-signed-formal-acceptance,2026-06-18,Weak demand_time_censoring-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
passenger_arrival_distribution,true,reviewer-signed-formal-acceptance,2026-06-18,Weak demand_time_censoring-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
simulation_time_horizon,true,reviewer-signed-formal-acceptance,2026-06-18,Weak demand_time_censoring-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
late_arrival_penalty,true,reviewer-signed-formal-acceptance,2026-06-18,Weak demand_time_censoring-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
censored_passenger_penalty,true,reviewer-signed-formal-acceptance,2026-06-18,Weak demand_time_censoring-group parameter retained as bounded scenario assumption for decision-support study scope. Strongest source class: expert assumption. Morris sensitivity screening covers this parameter so conclusions are robust to its value within the explored range.,"Accepted as bounded scenario assumption for decision-support simulation; not operational routing, not calibrated real-world validation, not field-measured parameter value.",true,data/parameters/parameter_sources.csv;results/realworld_pilot/morris_summary.csv;data/parameters/parameter_evidence_review_packet.csv,Reviewer-signed formal acceptance. Parameter tables: parameter_sources.csv. Evidence category: assumption-only. Morris sensitivity covers decision-relevant ranges per Phase T extended parameter space.
